id_canti,similarity,titolo,autore,raccolta,momento,link_youtube
2461,22,Benedici il Signore anima mia,RnS - A. Napolitano,Grazie,"21,24,31,4,9,52",YBM6FSXavKE
258,22,Io vedo la Tua luce,Pierangelo Sequeri ,E mi sorprende,"31,3",YOhCW3aH7mo
145,22,Cristo è risorto veramente,RnS,Venti dello Spirito,"31,32,5",hQ8Y11c3LCs
1559,22,Come il cervo va all'acqua viva (semplificata),"Bob Hurd, Marco Deflorian",,31,-VdUBfZfWFY
464,22,Tu sarai profeta,Marco Frisina,Tu sarai profeta,"21,26,31,2,16,20",3RlXWfB_ALI
494,22,Voglio cantare al Signor,RnS,,"21,24,32",N3iWAEOmLDc
129,22,Cieli e terra nuova,Mario Piatti,,"32,2,13",efDuuaWXpSE
2296,22,Custode del Signore (v2),Marco Frisina,,"21,32,10",YAEv6Cxj_JI
2505,22,Cristo muove le montagne,Hillsong,,32,kOL8zUl5OZw
2709,22,È il momento di ringraziarti,"M. Fornaro, B. Carretta","AA.VV., Oggi risorge","32,52",hqNuQJ8qN9c
1817,22,Venite applaudiamo al Signore  (Salmo 94),Marco Frisina,Benedici il Signore,"21,24",0iJ462qTKh4
2125,22,"Del tuo Spirito, Signore",Gen Rosso,,"24,6,14",0-WMVDh_cg0
500,22,Pane di vita nuova,Marco Frisina,,31,2TjvpY5dqTU
2564,22,Getta le tue reti,"Collu, Moro, Maxia",,"31,32,10",jgdNW0t1wNg
2295,22,Custode del Signore,Marco Frisina,,"21,32,10",YAEv6Cxj_JI
2399,22,Nelle tue mani,A. De Luca - B. Conte,RnS - Nelle tue mani,"31,2,3,4,9,10",Zo6CuMpR_c8
2547,22,Maria piccola Maria,Kiko Arguello,,7,MG6YGT7XZ50
2429,22,L'ultima cena,Comunità Gesù Risorto,,"4,10",cHtVuDFEKMY
2469,22,Il Tuo amore è grande,RnS,Venti dello Spirito,"31,9",jJrggKrvBXw
1932,22,Ci nutri alla Tua mensa,"F. Buttazzo, P. Dargenio",Esulta il cielo,"26,31,9",RPQ8ORkm9bo
2726,22,Io amo te,S. Stacchiotti,Cristo è risorto,31,6zmFOOEjBIk
1676,22,Ti rendiamo grazie,RnS,,31,7rAxVf_izmM
2756,22,Gloria a Dio,Paolo Auricchio,Rallegriamoci nel Signore,23,P-h6I_G_dhY
61,22,Ascolta la Preghiera,---,,"4,7",
2003,22,Giovanni,Marco Frisina,Non temere,"21,31,32,2,12",R5TkDWVJi5E
2259,22,Benedici il Signore anima mia,A. Napolitano,,31,YBM6FSXavKE
2616,22,Resurrezione,,,"31,5",dchMT-HU3hA
306,21,Mi arrendo al Tuo amore,RnS,,11,5MqURreias0
2122,21,Tu sei la forza,Eman,,"5,6,10,14",PDaq_myKqbs
2416,21,Arderanno sempre i nostri cuori,Paolo Auricchio,Alleluia è risorto,"31,5",kHB6N9sCQcI
2597,21,Glorifica il Signore Gerusalemme,Daniele Esposito,,"21,24,10,14,52",6K-IT3rVrB4
2025,21,Gloria in excelsis Deo,Lecot,,23,es2sdyT98cM
2757,21,Vieni popolo mio,"F. Baggio, F. Buttazzo",Tempo di grazia,"21,31,32",qUykvY6s7Gk
2647,21,La sua casa,Francesco Buttazzo,Guidati nel deserto,"21,10",aZB9J7PpAmicltm6
428,21,Signore come è bello (La tenda),Claudio Chieffo,,"31,32,17",q6OTCpB63LM
2205,21,Vidi la nuova Gerusalemme,Marco Frisina,Vergine Madre,"21,7",KYqctObWoJE
2169,21,"Cantate al Signore, alleluia",Marco Frisina,,"32,14",aC4c4ENu8lg
2570,21,Se avessi mai commesso,Santa Teresa di Lisieux,,"31,4",2pN1y8hCHds
2227,21,Il dono del saio,Cionfoli,,"22,28,31,4,9,10,11,12,14,16,20,52",xTjf4BI-AbA
316,21,Nel Tuo silenzio,Gen verde,Come fuoco vivo,"31,52",MTbJK2Cu-xk
169,21,E correremo insieme,Giosy Cento,,32,8av9XCKUVMo
2266,21,Passa ancora in mezzo a noi,RnS,Fuoco d'Amore,26,Wtr-lw8go8g
1752,21,Mi basta la tua grazia,RnS (G. Sanfratello - G. Cucuzza) ,,"31,32,52",MLW5Dz0Bnmw
2794,21,O Signore nostro Dio,Marco Frisina,Non Temere,"21,31,4,5,15",SKrRIFda5mo
1669,21,Io vengo a Te,RnS - Pietro Ferrante,Il deserto canta,"21,31,9",F0lNje7wt8A
2246,21,E sia sì,"Elena Storchi, Renato Giorgi e Valerio Antonioli",,10,
254,21,Io sarò con Te,Marco Frisina,,31,oWtdlQAaOCE
236,21,Il Signore è la mia salvezza,A. Marani,,"21,32,14,17",hYoJr1jamX0
463,21,Tu chi sei,Chiara Bizzetti,,31,4J5sLpixxJk
170,21,E' giunta l’ora,Luciano Scaglianti,,"4,13,17",z0_74gnHpQ8
2728,21,Disse un giorno il Padre,G.Stefani - M.Giombini ,,10,
1584,21,Gloria a Dio,Pasquale Dargenio,Sorgente di vita,23,BdXTowIQmgg
1618,21,L'acqua della salvezza,A.Roncari - L.Capello,,31,lR9ZoB022o0
1672,21,"Il tuo Corpo, il tuo Sangue",Luciana Leone - Salvatore Martinez,,31,MBlHzbDY6Qo
2232,21,"Tu, nostro Pastore","Christopher Walker & Marco Deflorian, Marco Deflorian",,31,7fUhKmlhe-4
2643,21,Gloria al Signore che salva ,RnS - D. De Santis - F. Frigiola,Voglio vedere il tuo volto,14,dIEgB-sv6nQ
184,21,Ecco la serva del Signore (v2),Marco Frisina,,"7,17",eakmIDhzNyc
2179,21,Gloria a Dio,Gianlivio Bersigotti,,23,N_8gyW4zEvk
2528,21,Hai dato un cibo ,,,"31,10",es9lKpu53ic
2644,21,La Tua dimora,Daniele Ricci,La Tua dimora,21,BCwCh0io1K0
278,21,"Laudato sii, o mi Signore",---,,31,Rla81AGiir0
1953,21,So che sei qui,Gen Verde,Messa della concordia,"31,9,13",tZEovlG6uAg
326,21,Non cercate tra i morti,Angelo Lagorio,,"32,5,17",edRuRWlCMHE
2269,21,La trasfigurazione,Marco Frisina,Non di solo pane,"26,31",6gU3t0nuHuw
249,21,"Io credo, risorgerò",Gino Stefani,,"21,13",X9clLTZHcvQ
2818,21,"Dio mio, Dio mio perchè mi hai abbandonato ",Marco Frisina,Non temere - Signore è il suo nome,"24,4",34BhRHX7mzE
327,21,Nostalgia d’una sorgente,Giosy Cento,,"21,11",HjXlMvgwuR4
1871,21,Come fuoco per il mondo,Suore di maria bambina,,"9,52",mUNq2a42DB4
82,21,Benedici il Signore,Marco Frisina,,"24,26,4,14",iepex6XBHo0
1634,21,A te grido mio Signore,RnS,Fuoco d'amore,"9,14",WpgDwwElBGk
2524,21,Gloria a Dio,Fusari - Rossi - Carocci,,23,DKFgt6-PTzk
1565,21,Musica di festa,Ernest Sands - Paolo Iotti,,"21,32,10,15",B1ToVClFayo
432,20,Silenzioso Dio,Giosy Cento,,31,knzZ9EYvoPs
1952,20,La canzone di Luciano,Bottan Boschiero,,9,JiYZ6wm8dIM
2278,20,Manda il Tuo Spirito Signore,Francesco Buttazzo ,Vieni soffio di Dio,"21,24,6",BVCT3wQe_JI
1640,20,"Sei Tu, Signore",Francesco Buttazzo,Sorgente di unità,"31,5",q21ujt1xnC0
2291,20,Canto Penitenziale,Marco Frisina,O Croce nostra speranza,"22,4",EeZfclHIhCk
2234,20,Accorrete popoli del Re,Daniele Esposito,,21,V3grjsC_9vU
2535,20,Il suo amore per me,Don Livio Tacchini,,"31,9",-nkZOZXmhxU
285,20,Lodate Dio,Gen Rosso,,"21,32,14",T6sJgjfK-qo
1600,20,Fratello Sole e Sorella Luna (semplificata),Riz Ortolani,,"31,14",jSq7zvrrsCA
78,20,Beato l’uomo,Antonio Porrino,,"24,31,32,2",YQsqPCheucg
200,20,Fratello Sole e Sorella Luna,Riz Ortolani,,"31,14",jSq7zvrrsCA
2786,20,Muovi le montagne,RnS,Parla al mio Cuore,21,3lQeWQFdhWA
2723,20,Dio ha tanto amato il mondo,A. De Luca - B. Conte,Risorto per Amore,"31,4,10,11",aYClEd3LMz0
1769,20,La pace del Signore,Francesco Buttazzo,,30,ZZIYGBjAzj0
1966,20,Nozze a Cana,RnS,,"21,32,15,17,52",yUF5sbj7MCE
1957,20,Gloria a Dio,Salvatore Basilotta,,23,nC22oOfALQs
2254,20,Grande è la Tua bontà ,RnS,,"31,14",4MeXA2ocsn0
2594,20,Dio che tutto puoi,RnS,Mi ami tu?,"31,14",
2770,20,Dal profondo o Signore,Francesco Buttazzo,Tempo di grazia,"4,11",1otaBEQc66I
1692,20,Grande è il Signore,Steve Mcewan,,"9,52",sZ8WNSDfVeE
253,20,Io non sono degno,Claudio Chieffo,È bella la strada,31,6pb9LFGAM2E
1616,20,Canzone della speranza,Paolo Iotti,,"31,32",U9Gqz7BjuR8
1727,20,Ti sei fatto pane,Daniele Ricci ,Gesù è il suo nome,"31,3",VktGKm3AF88
2219,20,Spalancate le porte a Cristo,,,21,FRflOghAJ4Y
2320,20,Magnificat,Marco Frisina,Non temere,31,xfPFworDwG0
4,20,Acclamate al Signore,Marco Frisina,,"21,24,14",XR3RXQHnwS4
1955,20,Tu sarai profeta (2),Marco Frisina,Tu sarai profeta,"21,31",3RlXWfB_ALI
2244,20,Che cosa mi manca,"Elena Storchi, Renato Giorgi e Valerio Antonioli",,10,
2613,20,Luce in Noi ,Francesco Buttazzo,Esultiamo nel Signore,"21,2,4,5,10,16",YHJ-rjfB9RY
505,20,Prima Corinzi 13,Guido Meregalli,,,7Gum6ktqoLQ
146,20,Cristo risusciti,Stefani,,"21,5",nsgcYokdH78
305,20,Messaggio ai giovani,Pierangelo Sequeri ,In cerca d'autore,"21,20",SzGCzzzp8a0
1732,20,Vi annuncio la gioia,Fabio Baggio,,"21,3",E619YuHXNMc
2093,20,Il giorno più bello (La mia prima comunione),P. Tombolato/A. Di Mario,,"21,31,32,10",CfbUFlZAubo
2247,20,Te Deum,RnS,,24,Ghh9yhJZasI
2327,20,Chi ha fame,Kiko,,"21,4",A32O3Rl_-pA
221,20,I cieli narrano,Marco Frisina,,"21,24,31,14",34tjGV7_rxQ
240,20,In comunione,Stefano Pianori,,31,EMH4PDL-Y5k
1583,20,E' tempo di grazia,Fabio Baggio,Tempo di grazia,"21,4",wDK8OvBgKXw
1668,20,Fiumi di misericordia,RnS,,"21,31,9",GKwjFtAZ2BM
2354,20,Io sono il pane della vita,Lucio Maria Zappatore,Il Signore è vita,"31,2,3,4,5",jtFyO8nGGN8
370,20,Quale gioia,Matteo Calisi - John Bagniewski,,"21,24,32,13",oMlN3Yttg44
3,20,Acclamate a Dio,RnS,Ad una voce,"21,24,14",FNomwQWxZeI
479,20,Verremo a Te,Guido Meregalli,,21,
2240,20,Con l'offerta di Gesù,F. Buttazzo; P. Dargenio,Esulta il cielo,"26,5",7c3fFWR1PjA
1400,20,Gloria in excelsis Deo,Jean-Paul Lécot,,23,strUQQGtbhc
1724,20,Gloria a Dio,Daniele Ricci,Gesù è il suo nome,"23,3",4giwnbQIyfk
420,20,Sei grande Dio,Giosy Cento,Celebriamo la nostra speranza,31,o7jFRWGmjOk
2218,20,I frutti che ci dai,Giuseppe Tranchida,,26,EgD5i_MWeIE
1918,20,Io sarò con voi,Marco Gragnani - Giorgio Casini,,31,GB-93Or0Yy4
382,20,Resta qui con noi,Gen Rosso,,"32,5,17",AyPDx-w7nKw
1958,20,Resto con te,Gen Verde,Il mistero Pasquale,"31,4,9,52",1321OwwtHY0
1615,20,Stella del mare,Comunità Gesù risorto,,7,a1a3MVoW8sY
2540,20,La terra buona,--,,"31,17",dcIoaap-vuI
1869,20,"Maria, tua dolcezza",RnS,,"32,7",oehuZNY8-Yg
1859,20,Albero di vita,A. M. Galliano - R. Faruggio,,"21,4",UFM0UBncxcc
1944,20,Luce che sorgi nella notte,Francesco Buttazzo,E' Natale ancora,"21,3",FQVguXqfOtE
2256,20,Oceani (dove i miei piedi possono fallire),Hillsong,,"31,14",W251tJ42igI
2589,19,Come un faro nel buio,"F.Venturini. G.Bedocchi, A.Mazzanti",,14,A--7TeXOkSo
1788,19,Purificami o Signore (Salmo 50),A. Martorell,,"24,8,11,13",Tvmyj_Exujw
2681,19,Rendiamo grazie a te,Daniele Scarpa,,26,
2827,19,Canta o lingua il glorioso mistero,Marco Frisina,Cristo è nostra Pasqua,"31,4,5,9",rzGXMeYQcL8
2173,19,Luce di Dio,A. M. Galliano; R. Farruggio,,"21,31,32,5",Pqv4nnGD_vA
2375,19,Ave Maria splendore e bellezza,Negrini-Frigerio,,"32,7",dIBWh6i-7aU
2485,19,Con un cuore solo,"RnS - Ferrante, Salvemini",Sentieri di speranza,31,40tFwBuV8rM
2408,19,Absorbeat,S. Francesco d'Assisi,,"31,54",
2465,19,Sei con noi uno di noi,Domenico Machetta,"Sei con noi, uno di noi",21,LL41_rgYQgw
378,19,Re di gloria,F. Marranzino/A. De Luca,,"31,32",qN7IX3-Z0wo
1477,19,Sono il Pane di Vita,S. Toolan,,31,UwA__oGQ1e0
1661,19,"Cantiamo al Signore, grande nell’amore",RnS,Misericordia sei,"21,31,9",pXwEcrj2Grk
2168,19,I miei occhi elevo a te ,RnS,Ha vinto il tuo amore,14,K_hqvLb0FLA
2595,19,Ora che sei in mezzo a noi,Gianluigi Serapiglia,Davanti a Te,31,hkzeyvYMeCg
1986,19,Cristo speranza delle genti,RnS,,"21,31",Lc-nMRdJR5Y
2550,19,Nascerà,Gen Rosso,,31,2umvrdWyYgo
2448,19,Ai piedi della Croce,Corrado Salmè,Infuocati per Dio '04,"9,10",VF01Mdiqa38
266,19,L’anima mia magnifica il Signore,A. Innocenzi - A. Masacci,,"2,17",UTagWPxOtYc
1620,19,La scelta di Maria,Mario Clemente (Comunità Gesù risorto),,7,fpjKnvQwkiU
1800,19,Ti ringrazio mio Signore,Pierangelo Sequeri,Qui dove Tu ci chiami,"31,32,52",6YsclSgpECA
1836,19,Ecco la serva del Signore,Marco Frisina,Salvatore del mondo,7,eakmIDhzNyc
1696,19,Spirito di santità,A. Gouzes,,6,wEwwBW9Jk_4
2825,19,Li amò fino alla fine,C. Burgio ,,"25,4",v2ojzmb9Ngg?si=xzyww5FZNt9ZslQ2
1801,19,Tu vero pane della vita,Fabio Baggio,La vita che nasce,31,9VfmPmHwhmc
224,19,Il canto dell’amore,Federico Russo,,"31,20",Vz2OZMG19V4
1575,19,Dio è amore,RnS,,21,x02RLuFgTcQ
142,19,Con Te faremo cose grandi,G. Meregalli,,"21,31",
1596,19,Il Figliol Prodigo (Abbracciami Gesù),Figli del Divino Amore,,"21,17",06d4D-Fzk38
2226,19,"Alleluia, Cristo è risorto",Paolo Auricchio,Alleluia è risorto,"21,31,32,5",7FcHTjMfhcY
2738,19,La vera vite,L.Scaglianti,Kerygma: l'uomo davanti alla parola,31,Pgek5MYv8LE
1820,19,Alleluia - La tua parola,D. Machetta,Sei con noi uno di noi,25,e1k8EqfBzns
2072,19,Benedite e acclamate,A. Casale,,"21,15",QH1LLGOkr6M
1844,19,Ave Maria splendore del mattino,Claudio Chieffo,,"32,7,10,12,13,15,16,20,51,52",QFRv_SuDxdg
383,19,Resurrezione,Gen Rosso,,"21,32,5",eK8Z2VMTSp4
295,19,Madre io vorrei,Pierangelo Sequeri,E mi sorprende,"4,7,13",A1mXFg9sUo0
294,19,Madre della speranza,A. Lagorio,,7,O5AL7CjejIk
2487,19,Pane e vino ti offriamo,M. Palmitessa,Ora sei con noi,26,-h27hWgNfto
1847,19,Ave Maria stella del mattino,Clericetti/ Mascagni,,"32,2,7,10,11,12,13,15,16,20",PP_FgfkM1CM
1828,19,Tu mi conosci,,,31,
1355,19,Io dico il mio sì - Marco Guadin,Marco Guadin - Nuovi Orizzonti,,"21,26",X_VKYWaw694
2447,19,Tempo di ricominciare,Gen Verde,Tempo di ricominciare,31,uKal1PpNSJs
2078,19,Madre fiducia nostra,Marco Frisina,,"32,7",AAkAsRX4Bv8
13,19,Alla mensa del Signore,Francesco Buttazzo,,31,-EAvW73QRiE
1926,19,Il Vangelo della terra,Andrea Testa,,"26,10",5du0mvIwEJE
2102,19,Giullare dei campi,P. Pignatelli,,"32,10,53",dQFU4Ynaioo
1938,19,Venite saliamo al monte del Signore,Marco Frisina,Salvatore del mondo,"24,4",31AWNjoGyIo
2231,19,Tu sei per me,Gianlivio Bersigotti,,"31,9",WE47mdh7VXc
1581,19,La voce di Maria,Roberta Torresi e Paolo Bisonni,,7,pB-T5WICE4o
2474,19,Maria,"RnS - Pecoraro, De Filippis, Salvemini",Voglio vedere il tuo volto,"21,32,7",3psmnXP9YnE
2645,19,La Parabola del Seminatore,REALE - A.Gallo,Come Nessun Altro,"21,31,9",1KY9eM9eAJs
2252,19,"Alza le braccia, apri il tuo cuore",RnS - Daniele Branca,Parola d'Amore,31,tbKreLTdT4s
2466,19,Alleluia,Domenico Machetta,"Sei con noi, uno di noi",25,e1k8EqfBzns
2151,19,Alzerò i miei occhi ,Marco Frisina,,"26,31",pMxW97hIleM
1999,19,Cose stupende ,Marco Frisina,,"21,7",JdaSR7DaEd8
160,19,Dio s’è fatto come noi,Gino Stefani - Marcello Giombini,,"31,2,3",lGaqYA2I-lU
1558,19,Le tue meraviglie,"Chiara Casucci, Mite Balduzzi",,31,l2vWlp37UD0
2407,19,Solo tu il mio Dio ,RnS - John B. Foley S. J,Sempre canterò,"21,32,10",WBCJ1c6cYCI
1939,19,La mia Pasqua è il Signore,R. Farruggio,,"21,31,5",vcREq6qlJvs
2229,19,Chiamati per nome v2,Gen Verde,,"21,5,20",EUG6KnGxpcc
2027,18,Mano potente,RnS,,"31,16,20",93OhQlCzhAg
2341,18,Questo pane spezzato,Giuseppe Tranchida,,31,igN1nkpIIyU
2533,18,Il custode d'Israele (salmo 120/121),M. Franchi,,24,mxEctuD9ynE
1929,18,A te vorrei dire,Gen Rosso,La vita di ogni cosa,32,Xna5fGSXtAQ
68,18,Ave Maria,Gen Verde,,7,q_v8rry02lg
1654,18,Come unico Pane,Rossi,,26,v8AtqY1KH7E
2152,18,Gustate e vedete,Marco Frisina,Pane di vita nuova,"26,31",JN9WTx9H75w
457,18,Ti offriamo,Gen Verde,Gratitudine,26,cvP_AxA8eDE
1657,18,Parla al mio cuore,RnS,Parla al mio cuore,"31,14,20",WdXnwqJZhqY
2777,18,Tu sei il mio Dio (Meraviglioso),PDG Worship D.Cascio,,"31,9,11",QL7_sLKBXe0
1382,18,Dio grande Dio,Chris Tomlin,,"31,9",-hnf8kydiws
229,18,Il Mattino di Pasqua,Pierangelo Sequeri,,5,E7UYyUWTTj4
144,18,Credo in Te,Marco Frisina ,Non temere,"24,31",LhsITZZqOOo
2124,18,Oggi è giorno di festa,"M. Muolo, M. Palmitessa",Riuniti nel tuo nome,"21,52",NxTNlpL58SM
2181,18,Gloria,Benedetti/Anselmi,,"23,3,5,6,10,14,15,52",WJKpNY7MmTw
2293,18,Se tu mi ami Simone,Marco Frisina,Signore è il Suo nome,31,c3QYTBkofvs
1819,18,Gloria in excelsis Deo,GenRosso - GenVerde,,23,ShsVThHp5kc
2478,18,Cristo Re,RnS - Nicola Montuosi,Mi affido a te,31,_BUs4qF81Vg
2856,18,Qui con Te,Jappo & Manu,,"28,31,9",EoR1rPdmMBY
2251,18,"Alleluia, Cristo e' risorto",Jean Luc Moens,,25,5mMChz-hIUU
189,18,Esci dalla Tua terra,Gigi Cocquio,,"32,16,20",56QlRaUrcyg
2332,18,Osanna al Figlio di David (v2),Musica: P. Damilano - Testo: A. Gazzera (1959),,"21,4",NPafLS9QHH8
1810,18,Annunciazione,Gen Verde,,"21,7,10,17",3Mf1TEKxkZE
2286,18,Chiesa del Risorto,Marco Frisina,O luce radiosa,31,5D90KReCemU
24,18,Alleluia di Natale,---,,"25,3",dFNb6gJu8yk
1761,18,Gloria a Dio nell'alto dei cieli,F. Buttazzo - P. Dargenio,,23,ht1yDFKZ26c
177,18,E pace intima,Gen Rosso,Se siamo uniti,31,C4H6iupfg3o
2411,18,Alla porta del mio cuore,"RnS - G.Sanfratello, R.Mangione",Dio dell'impossibile,9,plK5T1ViwLE
292,18,Luce di verità,G. Becchimanzi - S. Puri - C. Giordano,,"21,6",
2401,18,Benedictus ,RnS - S. Martinez,Shalom,"21,24,31,32,2,3",eQDSesAoy40
1908,18,Luce,Reale,,"31,32,3,10,20",
57,18,"Antica, eterna danza",Gen Verde,,26,kGXy6SBVEVg
2189,18,Com'è bello (dar lode al Signor),RnS,Davanti al Re,21,KOB5-UWA-pk
2235,18,Gloria delle campane,Daniele Esposito,,23,ZLibXV7D0zI
2572,18,Stringimi,Geoff Bullock,,"31,9",0juIsd4yxW0
1730,18,Rallegrati Gerusalemme,Marco Frisina,,"21,4",u2oilYfIc9w
1947,18,Aprite le porte,Comunità Cenacolo,,10,q5YMlM3q0Hc
2412,18,"Ave, piena di grazia",Francesco Buttazzo,Gloria all'Emmanuele AAVV,7,Zzc5KZ-8Iec
273,18,La mia anima canta,Gen Verde,,7,sMAvV-uv8J8
2805,18,Gloria GIFRA,GIFRA Napoli,,23,
