id_canti,titolo,score_vector_similarity,score_text_similarity,score_deviation,score_selection,score_history,score,adeguatezza
1776,Osanna,,0.27,0.07,,0.63,38,:material-dots-horizontal: Mh
199,Francesco vai,,0.48,0.23,,,37,:material-dots-horizontal: Mh
147,Custodiscimi,0.6869423550985779,0.3,0.14,,,37,:material-dots-horizontal: Mh
242,In principio,,0.52,0.18,,,37,:material-dots-horizontal: Mh
2514,E la montagna si muoverà,,0.41,0.31,,,37,:material-dots-horizontal: Mh
205,Gioisci Figlia di Sion,,0.53,0.16,,,37,:material-dots-horizontal: Mh
2518,E' il Signor,,0.44,0.29,,,37,:material-dots-horizontal: Mh
1623,La tua Croce,0.5761006993355297,0.37,0.16,,,37,:material-dots-horizontal: Mh
2555,Ora si può,,0.49,0.21,,,37,:material-dots-horizontal: Mh
2315,Il cieco di Siloe,,0.47,0.24,,,37,:material-dots-horizontal: Mh
1790,Quando cammino per il mondo,,0.46,0.26,,,37,:material-dots-horizontal: Mh
1908,Luce,,0.49,0.22,,,37,:material-dots-horizontal: Mh
2602,E' il Signor,,0.44,0.29,,,37,:material-dots-horizontal: Mh
2035,Compromettersi per Cristo,,0.45,0.27,,,37,:material-dots-horizontal: Mh
2856,Qui con Te,,0.48,0.23,,,37,:material-dots-horizontal: Mh
2182,Sotto la Tua croce,,0.46,0.26,,,37,:material-dots-horizontal: Mh
413,Se il Signore non costruisce la città,,0.48,0.24,,,37,:material-dots-horizontal: Mh
2080,Esultiamo in Te Gesù,,0.49,0.23,,,37,:material-dots-horizontal: Mh
2377,Incontro con Gesù,,0.48,0.24,,,37,:material-dots-horizontal: Mh
268,L’uomo nuovo,,0.45,0.27,,,37,:material-dots-horizontal: Mh
2435,"Sei pura, sei pia",,0.47,0.25,,,37,:material-dots-horizontal: Mh
1740,Sei luce splendida,,0.47,0.25,,,37,:material-dots-horizontal: Mh
276,"La Sua, la nostra Messa",,0.48,0.23,,,37,:material-dots-horizontal: Mh
2188,Io quante volte,0.5780115859874051,0.42,0.09,,,37,:material-dots-horizontal: Mh
1571,Segni nuovi,,0.45,0.28,,,37,:material-dots-horizontal: Mh
2679,Prodigio d'amore,,0.48,0.24,,,37,:material-dots-horizontal: Mh
1888,"Inno della Divina Misericordia (Gesù, confido in Te)",,0.47,0.24,,,37,:material-dots-horizontal: Mh
170,E' giunta l’ora,,0.49,0.21,,,37,:material-dots-horizontal: Mh
2196,Alza i tuoi occhi al cielo,,0.48,0.23,,,37,:material-dots-horizontal: Mh
487,Vieni Nasci ancora,,0.44,0.28,,,37,:material-dots-horizontal: Mh
1762,La ballata dell'amore vero,,0.48,0.22,,,36,:material-dots-horizontal: Mh
145,Cristo è risorto veramente,,0.48,0.2,,,36,:material-dots-horizontal: Mh
231,Il Pane del Cammino,,0.51,0.18,,,36,:material-dots-horizontal: Mh
2055,Maria tu prega,,0.45,0.24,,,36,:material-dots-horizontal: Mh
1800,Ti ringrazio mio Signore,,0.49,0.19,,,36,:material-dots-horizontal: Mh
152,Davanti a questo amore,,0.45,0.15,,0.41,36,:material-dots-horizontal: Mh
1975,Tu sei qui (Medjugorje),,0.4,0.31,,,36,:material-dots-horizontal: Mh
2459,A volto scoperto,,0.45,0.24,,,36,:material-dots-horizontal: Mh
1962,O fiore di grazia gentile,,0.42,0.28,,,36,:material-dots-horizontal: Mh
2337,Gesù che sta passando,,0.42,0.28,,,36,:material-dots-horizontal: Mh
2897,Come la cerva,0.4106074229533834,0.45,0.2,,,36,:material-dots-horizontal: Mh
2452,Al Santo Glorioso (Inno in onore di San Francesco di Paola),0.7433270350346385,0.34,0.01,,,36,:material-dots-horizontal: Mh
2411,Alla porta del mio cuore,,0.47,0.22,,,36,:material-dots-horizontal: Mh
1625,"Canterò ""I will Sing""",,0.47,0.23,,,36,:material-dots-horizontal: Mh
2564,Getta le tue reti,0.586013626487845,0.41,0.06,,,36,:material-dots-horizontal: Mh
2197,Vergine Madre,,0.45,0.24,,,36,:material-dots-horizontal: Mh
2199,Con Francesco profeti tra la gente,0.681792962587088,0.38,0.02,,,36,:material-dots-horizontal: Mh
1887,Esulta il cielo,,0.48,0.22,,,36,:material-dots-horizontal: Mh
414,Se m’accogli,,0.5,0.19,,,36,:material-dots-horizontal: Mh
1685,Corpo di Gesù,,0.44,0.26,,,36,:material-dots-horizontal: Mh
2043,Sono nato di nuovo,,0.44,0.27,,,36,:material-dots-horizontal: Mh
2592,La casa sulla Roccia,,0.48,0.22,,,36,:material-dots-horizontal: Mh
257,Io vedo il Re,,0.46,0.24,,,36,:material-dots-horizontal: Mh
383,Resurrezione,,0.48,0.2,,,36,:material-dots-horizontal: Mh
1674,Non sono più io che vivo,,0.52,0.16,,,36,:material-dots-horizontal: Mh
1741,Abbiamo trovato il Messia,,0.44,0.26,,,36,:material-dots-horizontal: Mh
2231,Tu sei per me,,0.47,0.22,,,36,:material-dots-horizontal: Mh
117,Cantiamo Te,,0.51,0.18,,,36,:material-dots-horizontal: Mh
355,Pane del cielo,,0.46,0.22,,,35,:material-dots-horizontal: Mh
2861,Mi ami tu?,,0.43,0.26,,,35,:material-dots-horizontal: Mh
2499,Buon Gesù,,0.43,0.26,,,35,:material-dots-horizontal: Mh
2244,Che cosa mi manca?,,0.47,0.19,,,35,:material-dots-horizontal: Mh
2633,Salmo 50 ,0.6807475207255019,0.33,0.05,,,35,:material-dots-horizontal: Mh
290,Lode e gloria a Te,,0.43,0.26,,,35,:material-dots-horizontal: Mh
1725,Innalziamo lo sguardo,,0.43,0.25,,,35,:material-dots-horizontal: Mh
2381,Il Signore è mio pastore  (Salmo 22),0.6967181051435152,0.3,0.08,,,35,:material-dots-horizontal: Mh
226,Il disegno,,0.44,0.23,,,35,:material-dots-horizontal: Mh
2326,Tu sei qui,,0.45,0.23,,,35,:material-dots-horizontal: Mh
2825,Li amò fino alla fine,,0.47,0.21,,,35,:material-dots-horizontal: Mh
2270,Non sono più io che vivo,,0.51,0.16,,,35,:material-dots-horizontal: Mh
2360,Il Signore ci ha salvato,,0.46,0.21,,,35,:material-dots-horizontal: Mh
2887,Alla cena dell’Agnello,0.6740291873495842,0.34,0.04,,,35,:material-dots-horizontal: Mh
2189,Com'è bello (dar lode al Signor),0.6794140732176454,0.35,0.01,,,35,:material-dots-horizontal: Mh
2636,So che tu sei il mio Signor,,0.43,0.25,,,35,:material-dots-horizontal: Mh
2523,Gesù (mi perdonò),,0.42,0.27,,,35,:material-dots-horizontal: Mh
2354,Io sono il pane della vita,,0.5,0.17,,,35,:material-dots-horizontal: Mh
297,Magnificat ’86,0.7080618327697769,0.35,0.0,,,35,:material-dots-horizontal: Mh
1869,"Maria, tua dolcezza",,0.47,0.2,,,35,:material-dots-horizontal: Mh
2553,Ora che sei qui (Now That You're Near),,0.46,0.22,,,35,:material-dots-horizontal: Mh
1556,Insieme è forte,,0.46,0.21,,,35,:material-dots-horizontal: Mh
2256,Oceani (dove i miei piedi possono fallire),,0.46,0.22,,,35,:material-dots-horizontal: Mh
2502,Canzone di San Damiano,,0.45,0.22,,,35,:material-dots-horizontal: Mh
1670,Cerco il tuo volto Signore,,0.43,0.25,,,35,:material-dots-horizontal: Mh
2370,Il Magnificat,0.6725489329844156,0.33,0.05,,,35,:material-dots-horizontal: Mh
47,Amare questa vita,,0.47,0.19,,,35,:material-dots-horizontal: Mh
365,Preghiera semplice,,0.44,0.24,,,35,:material-dots-horizontal: Mh
2180,L'offerta,,0.42,0.26,,,35,:material-dots-horizontal: Mh
1925,Vedrai che bello,,0.45,0.21,,,34,:material-dots-horizontal: Mh
393,San Damiano,,0.44,0.21,,,34,:material-dots-horizontal: Mh
225,Il canto della creazione,,0.51,0.13,,,34,:material-dots-horizontal: Mh
2595,Ora che sei in mezzo a noi,,0.46,0.18,,,34,:material-dots-horizontal: Mh
504,Luce,,0.46,0.19,,,34,:material-dots-horizontal: Mh
2738,La vera vite,,0.48,0.16,,,34,:material-dots-horizontal: Mh
1872,Rimani con noi,,0.45,0.21,,,34,:material-dots-horizontal: Mh
2166,Benedetto sei o Padre,,0.46,0.19,,,34,:material-dots-horizontal: Mh
1549,Canta con noi (v2),,0.45,0.21,,,34,:material-dots-horizontal: Mh
1681,Gesù mio buon pastore,,0.45,0.21,,,34,:material-dots-horizontal: Mh
1716,Usami Signore,,0.47,0.17,,,34,:material-dots-horizontal: Mh
2438,Io ho un amico,,0.43,0.23,,,34,:material-dots-horizontal: Mh
444,Sulla Tua parola (Pietro vai),,0.49,0.15,,,34,:material-dots-horizontal: Mh
187,Emmanuel,,0.47,0.18,,,34,:material-dots-horizontal: Mh
1561,Adoro Te,,0.42,0.24,,,34,:material-dots-horizontal: Mh
168,E' bello lodarti,,0.43,0.22,,,34,:material-dots-horizontal: Mh
1791,Quando nasce un bambino ,,0.44,0.22,,,34,:material-dots-horizontal: Mh
2486,Quanno nascette Ninno,,0.39,0.28,,,34,:material-dots-horizontal: Mh
1574,"Signore, tu sei nostro amico",,0.44,0.22,,,34,:material-dots-horizontal: Mh
1956,Inno all'amore,,0.45,0.21,,,34,:material-dots-horizontal: Mh
176,E' Natale,,0.45,0.21,,,34,:material-dots-horizontal: Mh
2308,In unità,,0.45,0.2,,,34,:material-dots-horizontal: Mh
2480,Eloì,,0.44,0.21,,,34,:material-dots-horizontal: Mh
1598,"Vieni Gesù, Maranathà",,0.43,0.22,,,34,:material-dots-horizontal: Mh
83,Benedici o Signore,,0.43,0.23,,,34,:material-dots-horizontal: Mh
2526,Grazie Gesù,,0.44,0.22,,,34,:material-dots-horizontal: Mh
2127,Inno a San Giovanni ,0.6744698964963192,0.3,0.07,,,34,:material-dots-horizontal: Mh
2112,Luce,,0.46,0.2,,,34,:material-dots-horizontal: Mh
2656,Gabriele tu,,0.44,0.21,,,34,:material-dots-horizontal: Mh
3053,Il tuo miracolo,,0.46,0.18,,,34,:material-dots-horizontal: Mh
1706,Padre Nostro,,0.45,0.21,,,34,:material-dots-horizontal: Mh
2073,L'amore del Padre,,0.45,0.21,,,34,:material-dots-horizontal: Mh
1477,Sono il Pane di Vita,,0.47,0.17,,,34,:material-dots-horizontal: Mh
282,Lo Spirito del Signore,,0.5,0.12,,,33,:material-dots-horizontal: Mh
2014,"Maria, Maria (Piccola fanciulla)",,0.45,0.18,,,33,:material-dots-horizontal: Mh
3002,I.N.R.I. (Io Non Ritorno Indietro),,0.42,0.22,,,33,:material-dots-horizontal: Mh
2515,E Nasce il sole,,0.44,0.19,,,33,:material-dots-horizontal: Mh
1862,Non Temere,,0.45,0.18,,,33,:material-dots-horizontal: Mh
1686,Dio aprirà una via,,0.42,0.21,,,33,:material-dots-horizontal: Mh
2285,Dal profondo a Te grido,0.6948134030077209,0.32,-0.01,,,33,:material-dots-horizontal: Mh
2645,La Parabola del Seminatore,0.3611708199317169,0.47,0.12,,,33,:material-dots-horizontal: Mh
305,Messaggio ai giovani,,0.48,0.15,,,33,:material-dots-horizontal: Mh
52,Andate per le strade,,0.46,0.16,,,33,:material-dots-horizontal: Mh
2649,Prenditi a cuore,,0.44,0.2,,,33,:material-dots-horizontal: Mh
1578,Gioisci figlia di Sion,0.6135980957738503,0.34,0.03,,,33,:material-dots-horizontal: Mh
1661,"Cantiamo al Signore, grande nell’amore",,0.46,0.16,,,33,:material-dots-horizontal: Mh
1590,Il dono più grande,,0.45,0.19,,,33,:material-dots-horizontal: Mh
2201,Meraviglioso,,0.45,0.19,,,33,:material-dots-horizontal: Mh
1900,Davanti a Te,,0.45,0.17,,,33,:material-dots-horizontal: Mh
1478,Servire è regnare,,0.36,0.13,,0.42,33,:material-dots-horizontal: Mh
2005,Tu quando verrai,,0.43,0.2,,,33,:material-dots-horizontal: Mh
2214,Viva don Bosco,,0.44,0.2,,,33,:material-dots-horizontal: Mh
1974,Infinitamente Grazie,,0.41,0.23,,,33,:material-dots-horizontal: Mh
2540,La terra buona,,0.49,0.14,,,33,:material-dots-horizontal: Mh
142,Con Te faremo cose grandi,,0.48,0.15,,,33,:material-dots-horizontal: Mh
480,Vi amo così,,0.45,0.18,,,33,:material-dots-horizontal: Mh
2457,Meraviglioso sei,,0.41,0.23,,,33,:material-dots-horizontal: Mh
1709,Signore da chi andremo,,0.52,0.09,,,33,:material-dots-horizontal: Mh
412,Se hai un cuore grande,,0.42,0.22,,,33,:material-dots-horizontal: Mh
2503,Che magnifico nome,,0.45,0.19,,,33,:material-dots-horizontal: Mh
1793,Canzone di Maria chiara (Se non ritornerete),,0.45,0.19,,,33,:material-dots-horizontal: Mh
2251,"Alleluia, Cristo e' risorto",,0.46,0.17,,,33,:material-dots-horizontal: Mh
1879,Preconio Pasquale,,0.52,0.09,,,33,:material-dots-horizontal: Mh
350,Padre nostro di San Andrea (the sound of silence),,0.42,0.21,,,33,:material-dots-horizontal: Mh
443,Su ali d’aquila,,0.45,0.18,,,33,:material-dots-horizontal: Mh
2248,Ascolta oggi ,,0.5,0.11,,,33,:material-dots-horizontal: Mh
1727,Ti sei fatto pane,,0.47,0.16,,,33,:material-dots-horizontal: Mh
492,Vivere la vita,,0.45,0.17,,,33,:material-dots-horizontal: Mh
1866,E' finita l'attesa dell'uomo,,0.45,0.15,,,32,:material-dots-horizontal: Mh
1948,La Tua presenza in me,,0.43,0.18,,,32,:material-dots-horizontal: Mh
1427,Camminiamo sulla strada,,0.44,0.17,,,32,:material-dots-horizontal: Mh
451,"Te, al centro del mio cuore",,0.44,0.17,,,32,:material-dots-horizontal: Mh
1764,Ho lottato tanto in questo giorno,,0.4,0.21,,,32,:material-dots-horizontal: Mh
1379,Tutto è Possibile (Nuovi Orizzonti),,0.42,0.2,,,32,:material-dots-horizontal: Mh
2445,Proteggimi o Dio (Salmo 15(16)),0.6924570833832804,0.26,0.01,,,32,:material-dots-horizontal: Mh
2723,Dio ha tanto amato il mondo,,0.46,0.15,,,32,:material-dots-horizontal: Mh
1782,Padre mio,,0.44,0.18,,,32,:material-dots-horizontal: Mh
229,Il Mattino di Pasqua,,0.46,0.15,,,32,:material-dots-horizontal: Mh
2579,Voglio darti il mio cuor,,0.4,0.23,,,32,:material-dots-horizontal: Mh
8,Acqua siamo noi,,0.45,0.15,,,32,:material-dots-horizontal: Mh
371,Quale gioia (è star con Te),,0.43,0.18,,,32,:material-dots-horizontal: Mh
2420,Rimani con noi ,,0.43,0.19,,,32,:material-dots-horizontal: Mh
376,Questo è il mio comandamento,,0.44,0.16,,,32,:material-dots-horizontal: Mh
2465,Sei con noi uno di noi,,0.46,0.14,,,32,:material-dots-horizontal: Mh
2752,Per accendere in cuore la speranza,,0.44,0.18,,,32,:material-dots-horizontal: Mh
2441,C'eri tu ,,0.37,0.25,,,32,:material-dots-horizontal: Mh
2087,Preconio Pasquale,,0.52,0.06,,,32,:material-dots-horizontal: Mh
1997,"Dio con noi, Emmanuel",,0.4,0.21,,,32,:material-dots-horizontal: Mh
2755,L'angelo del Signore,0.6308664550764069,0.26,0.1,,,32,:material-dots-horizontal: Mh
314,Nasce l’amore,,0.4,0.22,,,32,:material-dots-horizontal: Mh
1473,Chi?,,0.47,0.14,,,32,:material-dots-horizontal: Mh
1669,Io vengo a Te,,0.47,0.14,,,32,:material-dots-horizontal: Mh
2980,Non di solo pane,,0.49,0.1,,,32,:material-dots-horizontal: Mh
66,Ave donna Maria,,0.41,0.21,,,32,:material-dots-horizontal: Mh
300,"Maranathà, Vieni Signor",,0.4,0.21,,,32,:material-dots-horizontal: Mh
3100,Tutta la terra canti a Dio,,0.46,0.15,,,32,:material-dots-horizontal: Mh
2973,Grande tu sei,,0.42,0.19,,,32,:material-dots-horizontal: Mh
133,Come è grande,,0.48,0.13,,,32,:material-dots-horizontal: Mh
1783,Padre Nostro,,0.43,0.18,,,32,:material-dots-horizontal: Mh
2696,Che male ti ho fatto?,,0.4,0.23,,,32,:material-dots-horizontal: Mh
188,Emmanuel,,0.42,0.19,,,32,:material-dots-horizontal: Mh
361,Popoli tutti acclamate,,0.47,0.12,,,31,:material-dots-horizontal: Mh
177,E pace intima,,0.44,0.14,,,31,:material-dots-horizontal: Mh
1892,Signora della pace,,0.43,0.15,,,31,:material-dots-horizontal: Mh
1557,L’acqua la terra il cielo (in principio),,0.43,0.15,,,31,:material-dots-horizontal: Mh
2569,Scatenate la gioia,,0.4,0.19,,,31,:material-dots-horizontal: Mh
2709,È il momento di ringraziarti,,0.48,0.1,,,31,:material-dots-horizontal: Mh
